Date,Salesperson,Region,Product,Units_Sold,Unit_Price
2026-03-03 00:19:02.509541,David,North,Thingama,3,420.58
2026-03-03 00:19:02.509541,David,South,Doohickey,21,380.8
2026-03-04 00:19:02.509541,David,North,Widget,26,238.02
2026-03-04 00:19:02.509541,Charlie,West,Thingama,41,37.92
2026-03-04 00:19:02.509541,Alice,West,Doohickey,17,123.38
2026-03-05 00:19:02.509541,Charlie,West,Thingama,7,42.94
2026-03-05 00:19:02.509541,Bob,West,Widget,15,334.27
2026-03-05 00:19:02.509541,David,South,Doohickey,27,496.37
2026-03-06 00:19:02.509541,David,West,Gadget,16,179.44
2026-03-06 00:19:02.509541,Alice,South,Doohickey,23,113.29
2026-03-07 00:19:02.509541,David,West,Gadget,45,157.51
2026-03-07 00:19:02.509541,Eva,West,Doohickey,26,113.15
2026-03-07 00:19:02.509541,Alice,North,Doohickey,37,365.05
2026-03-08 00:19:02.509541,Eva,North,Thingama,28,78.76
2026-03-08 00:19:02.509541,David,South,Thingama,49,415.38
2026-03-08 00:19:02.509541,David,West,Thingama,6,120.87
2026-03-09 00:19:02.509541,Charlie,West,Gadget,11,198.46
2026-03-09 00:19:02.509541,Eva,East,Gadget,16,183.36
2026-03-09 00:19:02.509541,Eva,East,Thingama,15,44.81
2026-03-10 00:19:02.509541,Bob,West,Widget,31,61.18
2026-03-10 00:19:02.509541,David,North,Doohickey,4,288.31
2026-03-10 00:19:02.509541,Bob,West,Widget,6,465.9
2026-03-10 00:19:02.509541,Alice,South,Thingama,43,86.54
2026-03-11 00:19:02.509541,Bob,North,Gadget,4,177.25
2026-03-11 00:19:02.509541,Charlie,South,Thingama,6,251.36
2026-03-11 00:19:02.509541,Eva,East,Thingama,27,446.3
2026-03-11 00:19:02.509541,Alice,West,Gadget,24,42.57
2026-03-12 00:19:02.509541,Alice,South,Widget,38,343.05
2026-03-12 00:19:02.509541,Eva,North,Gadget,27,421.65
2026-03-13 00:19:02.509541,Alice,South,Doohickey,10,300.8
2026-03-13 00:19:02.509541,Bob,North,Thingama,32,145.2
2026-03-13 00:19:02.509541,Charlie,West,Gadget,32,408.92
2026-03-14 00:19:02.509541,David,South,Gadget,26,59.48
2026-03-14 00:19:02.509541,David,East,Doohickey,28,220.68
2026-03-15 00:19:02.509541,Bob,South,Doohickey,39,335.27
2026-03-15 00:19:02.509541,Bob,North,Widget,11,225.47
2026-03-16 00:19:02.509541,Eva,East,Gadget,22,387.03
2026-03-16 00:19:02.509541,Bob,East,Widget,12,217.43
2026-03-16 00:19:02.509541,Alice,West,Widget,36,432.87
2026-03-17 00:19:02.509541,Charlie,North,Doohickey,18,451.13
2026-03-17 00:19:02.509541,Alice,West,Thingama,21,333.16
2026-03-18 00:19:02.509541,David,West,Doohickey,4,138.99
2026-03-18 00:19:02.509541,Charlie,North,Gadget,11,169.01
2026-03-18 00:19:02.509541,Charlie,East,Gadget,34,55.95
2026-03-19 00:19:02.509541,Charlie,East,Gadget,13,50.54
2026-03-19 00:19:02.509541,Bob,North,Widget,28,230.53
2026-03-19 00:19:02.509541,Eva,South,Thingama,19,391.23
2026-03-19 00:19:02.509541,Eva,North,Widget,11,267.48
2026-03-20 00:19:02.509541,Charlie,West,Gadget,4,370.11
2026-03-20 00:19:02.509541,Eva,South,Widget,8,201.61
2026-03-20 00:19:02.509541,Charlie,East,Doohickey,24,439.9
2026-03-21 00:19:02.509541,David,West,Widget,16,270.93
2026-03-22 00:19:02.509541,Charlie,South,Doohickey,3,132.48
2026-03-23 00:19:02.509541,Alice,North,Widget,14,21.62
2026-03-23 00:19:02.509541,Charlie,West,Thingama,21,187.65
2026-03-23 00:19:02.509541,Charlie,East,Thingama,44,93.65
2026-03-24 00:19:02.509541,Alice,East,Doohickey,41,43.67
2026-03-24 00:19:02.509541,Bob,South,Doohickey,17,395.82
2026-03-24 00:19:02.509541,Bob,East,Doohickey,15,369.73
2026-03-24 00:19:02.509541,Eva,North,Widget,7,334.34
2026-03-28 00:19:02.509541,Charlie,East,Doohickey,12,381.07
2026-03-28 00:19:02.509541,Eva,South,Widget,48,177.07
2026-03-28 00:19:02.509541,Alice,North,Thingama,32,292.67
2026-03-28 00:19:02.509541,Bob,West,Gadget,18,277.76
2026-03-29 00:19:02.509541,Alice,East,Thingama,8,152.82
2026-03-29 00:19:02.509541,Bob,South,Thingama,7,160.15
2026-03-30 00:19:02.509541,Eva,North,Gadget,43,202.04
2026-03-30 00:19:02.509541,Eva,North,Widget,24,280.07
2026-03-31 00:19:02.509541,Bob,West,Doohickey,48,29.1
2026-03-31 00:19:02.509541,Charlie,South,Doohickey,16,119.11
2026-03-31 00:19:02.509541,Charlie,West,Thingama,40,50.94
2026-03-31 00:19:02.509541,Eva,East,Doohickey,1,294.67
2026-04-01 00:19:02.509541,Eva,East,Gadget,48,103.4
2026-04-01 00:19:02.509541,Eva,North,Thingama,10,162.82
2026-04-02 00:19:02.509541,Charlie,East,Gadget,34,181.76
2026-04-02 00:19:02.509541,Eva,South,Gadget,47,239.35
2026-04-02 00:19:02.509541,Alice,East,Widget,30,170.1
2026-04-02 00:19:02.509541,Bob,East,Thingama,3,383.53
2026-04-02 00:19:02.509541,Bob,North,Widget,33,487.6
2026-04-03 00:19:02.509541,Charlie,East,Thingama,6,332.5
2026-04-03 00:19:02.509541,Charlie,North,Doohickey,12,190.02
2026-04-03 00:19:02.509541,Eva,North,Thingama,4,140.3
2026-04-04 00:19:02.509541,Eva,South,Thingama,10,81.99
2026-04-04 00:19:02.509541,Charlie,North,Doohickey,28,169.86
2026-04-04 00:19:02.509541,Alice,East,Gadget,17,86.84
2026-04-04 00:19:02.509541,Alice,North,Thingama,33,498.65
2026-04-04 00:19:02.509541,Bob,West,Doohickey,46,417.17
2026-04-04 00:19:02.509541,Charlie,South,Doohickey,45,425.57
2026-04-05 00:19:02.509541,Eva,South,Doohickey,17,163.78
2026-04-06 00:19:02.509541,Charlie,South,Gadget,45,41.36
2026-04-06 00:19:02.509541,Charlie,East,Widget,14,117.58
2026-04-07 00:19:02.509541,Alice,West,Thingama,33,464.28
2026-04-07 00:19:02.509541,David,North,Widget,35,38.29
2026-04-08 00:19:02.509541,Eva,South,Gadget,37,132.01
2026-04-08 00:19:02.509541,Charlie,East,Doohickey,24,457.76
2026-04-08 00:19:02.509541,Charlie,West,Gadget,21,105.63
2026-04-08 00:19:02.509541,Eva,West,Thingama,20,378.71
2026-04-08 00:19:02.509541,Charlie,East,Doohickey,24,332.74
2026-04-08 00:19:02.509541,Eva,West,Thingama,17,190.49
2026-04-08 00:19:02.509541,Alice,North,Gadget,21,272.47
2026-04-09 00:19:02.509541,Bob,West,Thingama,16,214.42
2026-04-10 00:19:02.509541,Eva,South,Doohickey,37,68.17
2026-04-10 00:19:02.509541,Alice,West,Doohickey,33,458.38
2026-04-10 00:19:02.509541,David,West,Doohickey,10,422.05
2026-04-10 00:19:02.509541,Eva,South,Widget,49,237.48
2026-04-11 00:19:02.509541,Eva,West,Widget,36,43.54
2026-04-11 00:19:02.509541,Eva,West,Widget,19,382.82
2026-04-11 00:19:02.509541,Alice,North,Thingama,17,334.22
2026-04-11 00:19:02.509541,Bob,East,Thingama,30,249.36
2026-04-11 00:19:02.509541,Charlie,West,Thingama,28,433.57
2026-04-12 00:19:02.509541,Bob,East,Widget,47,32.05
2026-04-12 00:19:02.509541,Eva,South,Gadget,24,186.93
2026-04-12 00:19:02.509541,Bob,West,Doohickey,24,235.2
2026-04-12 00:19:02.509541,Alice,South,Thingama,29,244.48
2026-04-13 00:19:02.509541,Alice,West,Doohickey,37,97.83
2026-04-13 00:19:02.509541,Alice,South,Gadget,15,479.48
2026-04-14 00:19:02.509541,Charlie,South,Widget,39,137.19
2026-04-14 00:19:02.509541,Bob,South,Widget,20,357.63
2026-04-14 00:19:02.509541,David,South,Doohickey,22,247.7
2026-04-16 00:19:02.509541,Alice,South,Widget,20,484.2
2026-04-17 00:19:02.509541,Bob,West,Gadget,20,448.89
2026-04-17 00:19:02.509541,Eva,West,Thingama,31,412.97
2026-04-17 00:19:02.509541,Bob,South,Widget,49,481.13
2026-04-17 00:19:02.509541,Charlie,North,Thingama,34,469.6
2026-04-19 00:19:02.509541,Eva,East,Gadget,17,68.14
2026-04-19 00:19:02.509541,David,North,Widget,23,339.65
2026-04-19 00:19:02.509541,Alice,East,Doohickey,10,202.13
2026-04-20 00:19:02.509541,Eva,East,Widget,32,444.23
2026-04-20 00:19:02.509541,David,South,Thingama,49,112.44
2026-04-21 00:19:02.509541,Alice,East,Doohickey,38,404.2
2026-04-21 00:19:02.509541,Charlie,South,Gadget,17,347.43
2026-04-22 00:19:02.509541,David,East,Thingama,18,131.71
2026-04-22 00:19:02.509541,Charlie,West,Doohickey,49,281.15
2026-04-22 00:19:02.509541,Alice,East,Doohickey,47,444.19
2026-04-22 00:19:02.509541,Alice,North,Widget,18,336.76
2026-04-22 00:19:02.509541,David,South,Widget,14,204.87
2026-04-22 00:19:02.509541,David,West,Widget,39,448.88
2026-04-23 00:19:02.509541,Eva,West,Widget,39,337.26
2026-04-23 00:19:02.509541,Bob,West,Thingama,41,292.66
2026-04-25 00:19:02.509541,David,East,Gadget,48,333.12
2026-04-26 00:19:02.509541,Alice,North,Gadget,46,100.97
2026-04-26 00:19:02.509541,Bob,South,Thingama,27,67.13
2026-04-27 00:19:02.509541,David,North,Thingama,46,177.63
2026-04-27 00:19:02.509541,Bob,West,Doohickey,48,349.25
2026-04-27 00:19:02.509541,Bob,South,Thingama,10,340.65
2026-04-27 00:19:02.509541,Eva,East,Widget,38,50.31
2026-04-27 00:19:02.509541,Eva,East,Thingama,1,207.57
2026-04-27 00:19:02.509541,Alice,South,Widget,22,186.63
2026-04-28 00:19:02.509541,Bob,West,Widget,40,297.6
2026-04-28 00:19:02.509541,Bob,West,Widget,33,368.43
